requirement_id,chapter_id,feature,detailed_behavior,classification,priority,evidence_paths,open_question_ids,route_id,react_route,react_files,component_ids,action_ids,parity_status,functional_status,persistence_status,permissions_status,performance_status,unit_test_ids,playwright_test_ids,selenium_test_ids,visual_test_ids,blocker_type,blocker_ids,blocker_reason,last_verified_sha,functional_fingerprint,notes
"CH03-F001","CH03","Menú financiero desde Pacientes","El icono financiero despliega Hospitalización, Cuentas por cobrar y Preautorizaciones & Reclamos; se elige Hospitalización.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0005_00h04m48s200ms_settled.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0005_00h04m48s200ms_DETAIL.jpg","","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch03-financial-navigation","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Grupo Financiero con tres rutas reales y permisos existentes."
"CH03-F002","CH03","Panel y pestañas de Hospitalización Administrativa","La vista estable contiene Relación de pacientes por empresa, Activos, Cotizaciones y PIC Ejecución.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0040_00h05m39s200ms_stable_change.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0040_00h05m39s200ms_DETAIL.jpg","CH03-Q003","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch03-administrative-board","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Relación de pacientes por empresa y pestañas funcionales; badge sin fórmula muestra estado seguro."
"CH03-F003","CH03","Pestaña Preadmisión transitoria","Preadmisión aparece durante dos cargas de Hospitalización y desaparece cuando se estabiliza la pantalla.","UNCERTAIN","P2","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0036_00h05m37s000ms_abrupt_change.jpg","CH03-Q001","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","","","","NOT_TESTABLE","CH03-Q001","Clasificación conservadora inicial; debe cerrarse durante la comparación código/pruebas.","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Preadmisión es una pintura transitoria sin contenido ni comportamiento demostrable (CH03-Q001)."
"CH03-F004","CH03","Filtros de hospitalizaciones activas","Activos ofrece Estado Administrativo, Fecha de inicio y Tipo de cuenta, con Aplicar y Limpiar.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0009_00h04m53s200ms_stable_change.jpg","CH03-Q004","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","vitest:ch03-hospitalization-filters","playwright:ch03-administrative-board","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Filtros staged, combinables y explícitamente aplicados/limpiados."
"CH03-F005","CH03","Tabla de hospitalizaciones activas","La tabla muestra acción por elipsis, Hospitalización, DUI/NIT, Paciente, Empresa, Tipo Cuenta, Administrativo y Duración, además de búsqueda, orden y paginación.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0010_00h04m57s600ms_abrupt_change.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0010_00h04m57s600ms_DETAIL.jpg","CH03-Q008","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","vitest:ch03-hospitalization-filters","playwright:ch03-administrative-board","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Tabla conserva empresa derivada, tipo, estado y duración administrativa derivada."
"CH03-F006","CH03","Interpretación verbal de hospitalización activa","La narración asocia Activos con pacientes que mantienen un proceso o servicio actual.","VERBAL","P2","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0017_00h05m06s400ms_abrupt_change.jpg","CH03-Q002","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","BLOCKED_CLIENT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","","","","BLOCKED_CLIENT","CH03-Q002","Clasificación conservadora inicial; debe cerrarse durante la comparación código/pruebas.","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","La narración no especifica trigger ni transición Activo/Cerrado (CH03-Q002)."
"CH03-F007","CH03","Vista de pacientes inactivos","Pacientes > Inactivos conserva búsqueda, paginación y columnas operativas, y muestra estado Inactivo y triage No Asignado.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0030_00h05m27s200ms_abrupt_change.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0030_00h05m27s200ms_DETAIL.jpg","CH03-Q002","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch03-administrative-board","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Enlace reutiliza la superficie Inactivos certificada en CH01/CH02."
"CH03-F008","CH03","Carga y estado vacío simultáneos","Durante la carga de Hospitalización aparecen a la vez Cargando y No hay registros disponibles antes de que se llenen las filas.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0008_00h04m52s600ms_abrupt_change.jpg","CH03-Q001","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch03-administrative-board","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","No reproduce deliberadamente Cargando y vacío contradictorios; estados son mutuamente excluyentes."
"CH03-F009","CH03","Filtros y alta desde Cotizaciones","La pestaña Cotizaciones muestra Estado, Fecha de creación, Aplicar, Limpiar, búsqueda, paginación y + Nuevo.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0041_00h05m55s200ms_abrupt_change.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0041_00h05m55s200ms_DETAIL.jpg","","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","vitest:ch03-quote-filters","playwright:ch03-quotes-invoice-metadata","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Lista ofrece búsqueda normalizada, filtro staged y paginación; Nuevo abre el constructor existente."
"CH03-F010","CH03","Seguimiento de cotización, preautorización, seguro y reclamo","La tabla relaciona Estado, Envío preautorización, Respuesta seguro y Envío de reclamo con cada cotización.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0042_00h05m55s800ms_stable_change.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0042_00h05m55s800ms_DETAIL.jpg","CH03-Q005|CH03-Q008","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch03-quotes-invoice-metadata","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Superficie de seguimiento distingue No enviado/No configurado y enlaza a seguro sin afirmar envíos."
"CH03-F011","CH03","Fecha de creación y total por cotización","Cada fila expone Creación y Total.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0043_00h05m59s000ms_abrupt_change.jpg","CH03-Q006","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch03-quotes-invoice-metadata","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Fecha de creación y total calculado por calculateQuoteTotals; sin impuesto, moneda ni cobertura inferidos."
"CH03-F012","CH03","Nueva cotización y datos del paciente","+ Nuevo abre Nueva cotización con Paciente obligatorio y campos DUI/NIT, Teléfono y Correo.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0045_00h06m08s600ms_abrupt_change.jpg","","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch03-quotes-invoice-metadata","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Paciente buscable/seleccionable; contacto de solo lectura y hospitalización compatible requerida."
"CH03-F013","CH03","Datos iniciales de factura","Datos de factura muestra Fecha, Grupo de descuento, Referido por y Comentarios con asterisco, además de Giftcard y acciones auxiliares.","VISIBLE","P1","references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/event_frames/CH03-E0046_00h06m09s600ms_settled.jpg|references/video-audit/chapters/CH03_hospitalizacion_y_navegacion_de_preautorizaciones/detail_crops/CH03-E0046_00h06m09s600ms_DETAIL.jpg","CH03-Q007","ROUTE-HOSPITALIZATIONS","/hospitalizations","apps/web/src/app/(workspace)/hospitalizations/page.tsx|apps/web/src/app/(workspace)/hospitalizations/[id]/page.tsx|apps/web/src/components/providers.tsx","","","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","vitest:ch03-quote-metadata","playwright:ch03-quotes-invoice-metadata","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Metadatos de factura persisten sin afectar los cálculos; reglas profundas quedan en CH03-Q007."
"CH04-F001","CH04","Nueva cotización por secciones","El formulario separa Datos del paciente y Datos de la factura, seguido por categorías de ítems.","VISIBLE","P1","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0006_00h06m27s600ms_abrupt_change.jpg","","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","QUOTE-PATIENT-SEARCH|QUOTE-PATIENT-SELECT","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch04-quote-general-sections","SEL-CH04-QUOTE-GENERAL","","","","","","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Las tres secciones visibles del constructor fueron comprobadas en el flujo de cotización."
"CH04-F002","CH04","Selector buscable de paciente","Paciente es obligatorio y abre un catálogo buscable cuyos resultados combinan documento y nombre/etiqueta.","VISIBLE","P1","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0002_00h06m18s200ms_motion_progress.jpg|references/video-audit/chapters/CH04_cotizacion_datos_generales/detail_crops/CH04-E0002_00h06m18s200ms_DETAIL.jpg","","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","QUOTE-PATIENT-SEARCH|QUOTE-PATIENT-SELECT","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch04-quote-general-sections","SEL-CH04-QUOTE-GENERAL","","","","","","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Búsqueda por nombre y selector de documento/nombre quedan asociados al borrador."
"CH04-F003","CH04","Resultados de paciente con etiquetas de cotización","La búsqueda de Paciente devuelve entradas sintéticas rotuladas como Cotización, incluida una identificación compuesta solo por ceros.","UNCERTAIN","P2","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0003_00h06m18s800ms_stable_change.jpg|references/video-audit/chapters/CH04_cotizacion_datos_generales/detail_crops/CH04-E0003_00h06m18s800ms_DETAIL.jpg","CH04-Q001","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","NOT_TESTABLE","CH04-Q001","Clasificación conservadora inicial; debe cerrarse durante la comparación código/pruebas.","b1ab00379ec7e5478292449779b08a2ab88a3d63","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","CH04-Q001 no define la semántica de los registros Cotización de ceros."
"CH04-F004","CH04","Autocompletado de datos del paciente","Al seleccionar Paciente se llenan DUI/NIT, Teléfono y Correo asociados.","VISIBLE","P1","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0005_00h06m21s800ms_stable_change.jpg|references/video-audit/chapters/CH04_cotizacion_datos_generales/detail_crops/CH04-E0005_00h06m21s800ms_DETAIL.jpg","CH04-Q002","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","QUOTE-PATIENT-SELECT","EXACT","VERIFIED","NOT_APPLICABLE","VERIFIED","VERIFIED","","playwright:ch04-quote-general-sections","SEL-CH04-QUOTE-GENERAL","","","","","","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Documento, teléfono y correo sintéticos de Aurora se muestran como lectura sola al seleccionar."
"CH04-F005","CH04","Fecha requerida con calendario","Fecha tiene asterisco y un selector con navegación de mes/año, Cancelar y Seleccionar.","VISIBLE","P1","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0007_00h06m30s600ms_settled.jpg|references/video-audit/chapters/CH04_cotizacion_datos_generales/detail_crops/CH04-E0007_00h06m30s600ms_DETAIL.jpg","CH04-Q003","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","QUOTE-INVOICE-DATE","PARTIAL","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch04-quote-general-sections","SEL-CH04-QUOTE-GENERAL","","","","","","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Fecha con asterisco y control nativo persiste; no se afirma la navegación/cancelación específica del calendario observado."
"CH04-F006","CH04","Grupo de descuento obligatorio","Grupo de descuento tiene asterisco y muestra Regular en el capítulo.","VISIBLE","P1","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0008_00h06m33s000ms_settled.jpg|references/video-audit/chapters/CH04_cotizacion_datos_generales/detail_crops/CH04-E0008_00h06m33s000ms_DETAIL.jpg","CH04-Q004","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","QUOTE-DISCOUNT-GROUP","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch04-quote-general-sections","SEL-CH04-QUOTE-GENERAL","","","","","","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","Regular se muestra y persiste sólo como etiqueta administrativa, sin regla de descuento."
"CH04-F007","CH04","Referido por como multiselección buscable","Referido por es obligatorio, permite buscar, desplazar el catálogo, elegir más de un valor y retirar tags mediante x.","VISIBLE","P1","references/video-audit/chapters/CH04_cotizacion_datos_generales/event_frames/CH04-E0032_00h06m59s600ms_abrupt_change.jpg|references/video-audit/chapters/CH04_cotizacion_datos_generales/detail_crops/CH04-E0032_00h06m59s600ms_DETAIL.jpg","CH04-Q005","ROUTE-QUOTES","/quotes","apps/web/src/app/(workspace)/quotes/page.tsx|apps/web/src/app/(workspace)/quotes/[id]/page.tsx|apps/web/src/components/providers.tsx","","QUOTE-REFERRAL|QUOTE-REFERRAL-CATALOG|QUOTE-REFERRAL-ADD|QUOTE-REFERRAL-REMOVE","EXACT","VERIFIED","VERIFIED","VERIFIED","VERIFIED","","playwright:ch04-quote-general-sections","SEL-CH04-QUOTE-GENERAL","","","","","","a5e9bd4c17a6831a16a8534615b2c600109a26420970288bf4d1f6753824979c","El borrador sin selección se rechaza con alerta accesible; filtro, multiselección y retiro de tags se guardan y recargan sin atribuir comisiones."
